p0,cutoff_label,cutoff_observations,states_compared,agreement_rate,disagreement_rate,demand_weighted_disagreement_rate,heuristic_only_product2_rate,best_response_only_product2_rate,best_response_product2_share,heuristic_product2_share,best_response_demand_weighted_product2_share,heuristic_demand_weighted_product2_share,initial_best_response_product,initial_heuristic_product,initial_q_gap_product2_minus_product1,initial_one_step_demand_gain_success_vs_failure,initial_one_step_lookahead_benefit,initial_one_step_net_benefit,one_step_lookahead_demand_value
0.35,all_states,100,5151,0.9677732479130265,0.032226752086973405,0.025011452812051447,0.023490584352552902,0.008736167734420501,0.07532517957678121,0.09007959619491361,0.04401975088026537,0.06607330485212792,2,2,0.4817268880558849,0.45500000000000007,3.2850999999999972,2.685099999999997,18.999999999999982
0.35,safe_interior,90,4186,0.9639273769708552,0.03607262302914477,0.02817281676971206,0.025322503583373148,0.01075011944577162,0.0926899187768753,0.10726230291447683,0.054167638983336576,0.07870067148983484,2,2,0.4817268880558849,0.45500000000000007,3.2850999999999972,2.685099999999997,18.999999999999982
0.4,all_states,100,5151,0.9633080955154338,0.03669190448456611,0.03264500919847056,0.033003300330033,0.0036886041545331006,0.05629974762182101,0.0856144437973209,0.03784238547393581,0.06939125059683457,2,2,0.5778309347149904,0.48,3.4655999999999967,2.8655999999999966,18.999999999999982
0.4,safe_interior,90,4186,0.9558050645007167,0.04419493549928333,0.03939673624897334,0.03965599617773531,0.004538939321548017,0.0692785475394171,0.1043956043956044,0.04656620343436297,0.08461410114218236,2,2,0.5778309347149904,0.48,3.4655999999999967,2.8655999999999966,18.999999999999982
0.45,all_states,100,5151,0.9551543389633081,0.0448456610366919,0.04239389062273403,0.0434867016113376,0.0013589594253543,0.040574645699864104,0.08270238788584741,0.03164784408872354,0.07376446898633186,2,2,0.6534447852657053,0.495,3.5738999999999965,2.9738999999999964,18.999999999999982
0.45,safe_interior,90,4186,0.9448160535117057,0.05518394648829431,0.05216696860910248,0.05351170568561873,0.0016722408026755853,0.04992833253702819,0.10176779741997133,0.03894363232226825,0.09076941704457606,2,2,0.6534447852657053,0.495,3.5738999999999965,2.9738999999999964,18.999999999999982
0.5,all_states,100,5151,0.9483595418365366,0.0516404581634634,0.054024887521982555,0.051058046981168705,0.0005824111822947001,0.0297029702970297,0.0801786060959037,0.026235620146431347,0.0801786060959037,2,2,0.702788205557102,0.5,3.6099999999999968,3.0099999999999967,18.999999999999982
0.5,safe_interior,90,4186,0.9364548494983278,0.06354515050167224,0.06647926316907123,0.06282847587195413,0.000716674629718108,0.036550406115623504,0.09866220735785954,0.03228372655859242,0.09866220735785954,2,2,0.702788205557102,0.5,3.6099999999999968,3.0099999999999967,18.999999999999982
0.55,all_states,100,5151,0.9384585517375267,0.061541448262473306,0.07091357100023049,0.061541448262473306,0.0,0.021160939623374102,0.08270238788584741,0.022712939985024806,0.0936265109852553,2,2,0.714324704900652,0.4950000000000001,3.5738999999999974,2.9738999999999973,18.999999999999982
0.55,safe_interior,90,4186,0.9242713807931199,0.07572861920688008,0.08726130057864005,0.07572861920688008,0.0,0.026039178213091256,0.10176779741997133,0.02794896174459217,0.11521026232323221,2,2,0.714324704900652,0.4950000000000001,3.5738999999999974,2.9738999999999973,18.999999999999982
0.6,all_states,100,5151,0.9291399728208115,0.0708600271791885,0.09113421447852044,0.07066589011842361,0.00019413706076490002,0.015142690739662202,0.0856144437973209,0.018839868663307873,0.1099492335980504,2,2,0.6826025022313029,0.48,3.4655999999999967,2.8655999999999966,18.999999999999982
0.6,safe_interior,90,4186,0.9137601528905877,0.08623984710941232,0.1109154074160387,0.08600095556617296,0.00023889154323936931,0.018633540372670808,0.1043956043956044,0.023183029977233358,0.13406785927573744,2,2,0.6826025022313029,0.48,3.4655999999999967,2.8655999999999966,18.999999999999982
0.65,all_states,100,5151,0.9198213939040963,0.0801786060959037,0.11981184042001286,0.0801786060959037,0.0,0.009900990099009901,0.09007959619491361,0.0148508682686456,0.13466270868865846,2,2,0.606865835609252,0.45499999999999996,3.285099999999997,2.6850999999999967,18.999999999999982
0.65,safe_interior,90,4186,0.904921165790731,0.09507883420926899,0.1420308887346807,0.09507883420926899,0.0,0.012183468705207836,0.10726230291447683,0.018274443968416983,0.16030533270309766,2,2,0.606865835609252,0.45499999999999996,3.285099999999997,2.6850999999999967,18.999999999999982
0.7,all_states,100,5151,0.9128324597165599,0.0871675402834401,0.15414739938258637,0.0871675402834401,0.0,0.007571345369831101,0.09473888565327121,0.013816745167978426,0.1679641445505648,2,2,0.4920904852968997,0.41999999999999993,3.0323999999999964,2.4323999999999963,18.999999999999982
0.7,safe_interior,90,4186,0.8979933110367893,0.1020066889632107,0.18035342469893703,0.1020066889632107,0.0,0.007405637840420449,0.10941232680363115,0.013556189093118442,0.19390961379205549,2,2,0.4920904852968997,0.41999999999999993,3.0323999999999964,2.4323999999999963,18.999999999999982
0.75,all_states,100,5151,0.906814210832848,0.093185789167152,0.20049812738283673,0.093185789167152,0.0,0.0064065230052417,0.09959231217239371,0.014231739031192897,0.2147298664140296,2,2,0.3568529552110844,0.375,2.707499999999998,2.1074999999999977,18.999999999999982
0.75,safe_interior,90,4186,0.8913043478260869,0.10869565217391304,0.23438736182521347,0.10869565217391304,0.0,0.004061156235069279,0.11275680840898232,0.008846314854446462,0.24323367667965992,2,2,0.3568529552110844,0.375,2.707499999999998,2.1074999999999977,18.999999999999982
0.8,all_states,100,5151,0.9056493884682586,0.09435061153174142,0.2550801293870358,0.09415647447097651,0.00019413706076490002,0.006988934187536401,0.10095127159774801,0.020651531054602625,0.274216984088225,2,2,0.1858378033662298,0.31999999999999995,2.310399999999998,1.7103999999999977,18.999999999999982
0.8,safe_interior,90,4186,0.8891543239369326,0.11084567606306736,0.30101206003829145,0.11084567606306736,0.0,0.0016722408026755853,0.11251791686574296,0.004585356903965599,0.3055974169422571,2,2,0.1858378033662298,0.31999999999999995,2.310399999999998,1.7103999999999977,18.999999999999982
0.85,all_states,100,5151,0.9070083478936128,0.09299165210638712,0.3401700175063566,0.0924092409240924,0.0005824111822947001,0.0089303047951854,0.10075713453698311,0.03707469854677444,0.370630399127369,2,2,0.03150131869008055,0.2550000000000001,1.841099999999999,1.241099999999999,18.999999999999982
0.85,safe_interior,90,4186,0.8908265647396082,0.10917343526039178,0.4016471909866063,0.10917343526039178,0.0,0.0016722408026755853,0.11084567606306736,0.005816212647553761,0.40746340363416006,2,2,0.03150131869008055,0.2550000000000001,1.841099999999999,1.241099999999999,18.999999999999982
0.9,all_states,100,5151,0.9122500485342652,0.0877499514657348,0.48454444570748695,0.0863909920403805,0.0013589594253543,0.010095127159774802,0.095127159774801,0.07194100679005973,0.5315521710290889,1,2,-0.09285338908812957,0.17999999999999994,1.2995999999999983,0.6995999999999983,18.999999999999982
0.9,safe_interior,90,4186,0.8982322025800287,0.10176779741997133,0.5641955419639244,0.10152890587673197,0.00023889154323936931,0.0019111323459149545,0.10320114667940755,0.015998935523141203,0.5758828477166335,1,2,-0.09285338908812957,0.17999999999999994,1.2995999999999983,0.6995999999999983,18.999999999999982
