p0,rep,A_market_share,product2_rate_when_A_chosen,A_success_rate_when_chosen,avg_profit_per_period,discounted_profit,final_successes,final_failures,final_posterior_mean
0.1,55,0.999,0.004004004004004004,0.38238238238238237,0.9488500000000166,46.37962820101575,382,617,0.3826173826173826
0.1,56,1.0,0.005,0.375,0.9497500000000166,47.26693023987457,375,625,0.37524950099800397
0.1,57,0.999,0.002002002002002002,0.35535535535535534,0.9489500000000165,46.452979920058944,355,644,0.35564435564435565
0.1,58,1.0,0.002,0.347,0.9499000000000166,47.40099992005894,347,653,0.3473053892215569
0.1,59,1.0,0.002,0.358,0.9499000000000166,47.40099992005894,358,642,0.3582834331337325
0.1,60,1.0,0.002,0.345,0.9499000000000166,47.40099992005894,345,655,0.34530938123752497
0.1,61,0.998,0.003006012024048096,0.35370741482965934,0.9479500000000165,45.76633522536187,353,645,0.354
0.1,62,1.0,0.003,0.361,0.9498500000000166,47.35580388021894,361,639,0.36127744510978044
0.1,63,1.0,0.002,0.355,0.9499000000000166,47.40099992005894,355,645,0.35528942115768464
0.1,64,1.0,0.003,0.353,0.9498500000000166,47.35297992005894,353,647,0.3532934131736527
0.1,65,1.0,0.002,0.326,0.9499000000000166,47.40099992005894,326,674,0.3263473053892216
0.1,66,1.0,0.003,0.358,0.9498500000000166,47.35297992005894,358,642,0.3582834331337325
0.1,67,1.0,0.004,0.333,0.9498000000000166,47.311511761175744,333,667,0.3333333333333333
0.1,68,0.999,0.005005005005005005,0.3893893893893894,0.9488000000000165,46.37663097322432,389,610,0.38961038961038963
0.1,69,1.0,0.002,0.353,0.9499000000000166,47.40099992005894,353,647,0.3532934131736527
0.1,70,1.0,0.002,0.363,0.9499000000000166,47.40099992005894,363,637,0.36327345309381237
0.1,71,1.0,0.004,0.358,0.9498000000000166,47.331643223808655,358,642,0.3582834331337325
0.1,72,1.0,0.005,0.34,0.9497500000000166,47.27532187514612,340,660,0.3403193612774451
0.1,73,1.0,0.004,0.367,0.9498000000000166,47.31679003402932,367,633,0.36726546906187624
0.1,74,1.0,0.002,0.376,0.9499000000000166,47.40099992005894,376,624,0.37624750499001997
0.1,75,1.0,0.004,0.351,0.9498000000000166,47.30778388021894,351,649,0.35129740518962077
0.1,76,1.0,0.004,0.349,0.9498000000000166,47.30778388021894,349,651,0.34930139720558884
0.1,77,1.0,0.002,0.333,0.9499000000000166,47.40099992005894,333,667,0.3333333333333333
0.1,78,1.0,0.002,0.353,0.9499000000000166,47.40099992005894,353,647,0.3532934131736527
0.1,79,1.0,0.004,0.345,0.9498000000000166,47.30778388021894,345,655,0.34530938123752497
0.1,80,0.999,0.004004004004004004,0.34734734734734735,0.9488500000000166,46.36865123347825,347,652,0.34765234765234765
0.1,81,1.0,0.006,0.345,0.9497000000000166,47.22008548451341,345,655,0.34530938123752497
0.1,82,1.0,0.002,0.357,0.9499000000000166,47.40099992005894,357,643,0.35728542914171657
0.1,83,1.0,0.002,0.353,0.9499000000000166,47.40099992005894,353,647,0.3532934131736527
0.1,84,1.0,0.004,0.333,0.9498000000000166,47.311511761175744,333,667,0.3333333333333333
0.1,85,1.0,0.002,0.4,0.9499000000000166,47.40099992005894,400,600,0.4001996007984032
0.1,86,1.0,0.002,0.352,0.9499000000000166,47.40099992005894,352,648,0.3522954091816367
0.1,87,1.0,0.002,0.39,0.9499000000000166,47.40099992005894,390,610,0.3902195608782435
0.1,88,1.0,0.006,0.344,0.9497000000000166,47.21460587221895,344,656,0.344311377245509
0.1,89,1.0,0.004,0.347,0.9498000000000166,47.30778388021894,347,653,0.3473053892215569
0.1,90,0.998,0.00501002004008016,0.3527054108216433,0.9478500000000165,45.4410682515566,352,646,0.353
0.1,91,1.0,0.006,0.337,0.9497000000000166,47.219870639874564,337,663,0.3373253493013972
0.1,92,0.999,0.004004004004004004,0.34234234234234234,0.9488500000000166,46.36162820101575,342,657,0.34265734265734266
0.1,93,1.0,0.002,0.357,0.9499000000000166,47.40099992005894,357,643,0.35728542914171657
0.1,94,0.999,0.002002002002002002,0.3613613613613614,0.9489500000000165,46.452979920058944,361,638,0.36163836163836166
0.1,95,0.999,0.002002002002002002,0.35035035035035034,0.9489500000000165,46.452979920058944,350,649,0.35064935064935066
0.1,96,0.999,0.002002002002002002,0.35735735735735735,0.9489500000000165,46.62478075351577,357,642,0.35764235764235763
0.1,97,1.0,0.005,0.355,0.9497500000000166,47.28414790588029,355,645,0.35528942115768464
0.1,98,1.0,0.007,0.343,0.9496500000000166,47.187657836150336,343,657,0.34331337325349304
0.1,99,1.0,0.006,0.356,0.9497000000000166,47.216432161175746,356,644,0.3562874251497006
0.1,100,0.998,0.002004008016032064,0.3847695390781563,0.9480000000000165,45.523920320058934,384,614,0.385
0.1,101,1.0,0.002,0.356,0.9499000000000166,47.40099992005894,356,644,0.3562874251497006
0.1,102,1.0,0.004,0.348,0.9498000000000166,47.311511761175744,348,652,0.34830339321357284
0.1,103,1.0,0.002,0.348,0.9499000000000166,47.40099992005894,348,652,0.34830339321357284
0.1,104,1.0,0.005,0.346,0.9497500000000166,47.26693023987457,346,654,0.3463073852295409
0.1,105,1.0,0.003,0.347,0.9498500000000166,47.35297992005894,347,653,0.3473053892215569
0.1,106,1.0,0.002,0.334,0.9499000000000166,47.40099992005894,334,666,0.3343313373253493
0.1,107,1.0,0.002,0.349,0.9499000000000166,47.40099992005894,349,651,0.34930139720558884
0.1,108,1.0,0.003,0.335,0.9498500000000166,47.35297992005894,335,665,0.33532934131736525
0.1,109,1.0,0.002,0.367,0.9499000000000166,47.40099992005894,367,633,0.36726546906187624
0.1,110,0.998,0.004008016032064128,0.3527054108216433,0.9479000000000166,45.44127820720986,352,646,0.353
0.1,111,1.0,0.003,0.343,0.9498500000000166,47.35580388021894,343,657,0.34331337325349304
0.1,112,1.0,0.003,0.335,0.9498500000000166,47.35580388021894,335,665,0.33532934131736525
0.1,113,1.0,0.002,0.338,0.9499000000000166,47.40099992005894,338,662,0.3383233532934132
0.1,114,1.0,0.003,0.342,0.9498500000000166,47.35580388021894,342,658,0.34231536926147704
0.1,115,1.0,0.002,0.374,0.9499000000000166,47.40099992005894,374,626,0.37425149700598803
0.1,116,1.0,0.002,0.344,0.9499000000000166,47.40099992005894,344,656,0.344311377245509
0.1,117,1.0,0.004,0.34,0.9498000000000166,47.305920320058945,340,660,0.3403193612774451
0.1,118,1.0,0.002,0.369,0.9499000000000166,47.40099992005894,369,631,0.36926147704590817
0.1,119,1.0,0.003,0.332,0.9498500000000166,47.35580388021894,332,668,0.3323353293413174
0.1,120,1.0,0.004,0.332,0.9498000000000166,47.30778388021894,332,668,0.3323353293413174
0.1,121,1.0,0.003,0.342,0.9498500000000166,47.35297992005894,342,658,0.34231536926147704
0.1,122,1.0,0.003,0.344,0.9498500000000166,47.35297992005894,344,656,0.344311377245509
0.1,123,1.0,0.003,0.358,0.9498500000000166,47.35580388021894,358,642,0.3582834331337325
0.1,124,1.0,0.002,0.341,0.9499000000000166,47.40099992005894,341,659,0.3413173652694611
0.1,125,0.999,0.003003003003003003,0.3633633633633634,0.9489000000000166,46.40592032005895,363,636,0.36363636363636365
0.1,126,1.0,0.004,0.358,0.9498000000000166,47.30778388021894,358,642,0.3582834331337325
0.1,127,1.0,0.003,0.334,0.9498500000000166,47.35580388021894,334,666,0.3343313373253493
0.1,128,1.0,0.002,0.356,0.9499000000000166,47.40099992005894,356,644,0.3562874251497006
0.1,129,1.0,0.002,0.348,0.9499000000000166,47.40099992005894,348,652,0.34830339321357284
0.1,130,1.0,0.003,0.355,0.9498500000000166,47.35297992005894,355,645,0.35528942115768464
0.1,131,1.0,0.003,0.366,0.9498500000000166,47.35580388021894,366,634,0.3662674650698603
0.1,132,1.0,0.002,0.343,0.9499000000000166,47.40099992005894,343,657,0.34331337325349304
0.1,133,0.999,0.003003003003003003,0.36436436436436437,0.9489000000000166,46.40592032005895,364,635,0.3646353646353646
0.1,134,1.0,0.002,0.353,0.9499000000000166,47.40099992005894,353,647,0.3532934131736527
0.1,135,1.0,0.002,0.335,0.9499000000000166,47.40099992005894,335,665,0.33532934131736525
0.1,136,1.0,0.003,0.344,0.9498500000000166,47.35297992005894,344,656,0.344311377245509
0.1,137,0.999,0.003003003003003003,0.35935935935935936,0.9489000000000166,46.408687801015745,359,640,0.3596403596403596
0.1,138,1.0,0.004,0.351,0.9498000000000166,47.30778388021894,351,649,0.35129740518962077
0.1,139,0.999,0.002002002002002002,0.3383383383383383,0.9489500000000165,46.452979920058944,338,661,0.3386613386613387
0.1,140,0.999,0.002002002002002002,0.37037037037037035,0.9489500000000165,46.452979920058944,370,629,0.3706293706293706
0.1,141,1.0,0.003,0.359,0.9498500000000166,47.36014627971457,359,641,0.3592814371257485
0.1,142,1.0,0.006,0.353,0.9497000000000166,47.21460587221895,353,647,0.3532934131736527
0.1,143,1.0,0.002,0.357,0.9499000000000166,47.40099992005894,357,643,0.35728542914171657
0.1,144,1.0,0.003,0.368,0.9498500000000166,47.35297992005894,368,632,0.36826347305389223
0.1,145,1.0,0.002,0.319,0.9499000000000166,47.40099992005894,319,681,0.3193612774451098
0.1,146,1.0,0.002,0.37,0.9499000000000166,47.40099992005894,370,630,0.37025948103792417
0.1,147,1.0,0.002,0.337,0.9499000000000166,47.40099992005894,337,663,0.3373253493013972
0.1,148,1.0,0.002,0.375,0.9499000000000166,47.40099992005894,375,625,0.37524950099800397
0.1,149,1.0,0.002,0.382,0.9499000000000166,47.40099992005894,382,618,0.38223552894211577
0.1,150,1.0,0.003,0.351,0.9498500000000166,47.35297992005894,351,649,0.35129740518962077
0.1,151,1.0,0.003,0.358,0.9498500000000166,47.35297992005894,358,642,0.3582834331337325
0.1,152,1.0,0.002,0.344,0.9499000000000166,47.40099992005894,344,656,0.344311377245509
0.1,153,1.0,0.003,0.373,0.9498500000000166,47.35580388021894,373,627,0.37325349301397204
0.1,154,1.0,0.002,0.356,0.9499000000000166,47.40099992005894,356,644,0.3562874251497006
0.1,155,0.999,0.004004004004004004,0.37737737737737737,0.9488500000000166,46.37780191205894,377,622,0.3776223776223776
0.1,156,1.0,0.008,0.348,0.9496000000000167,47.15241144252457,348,652,0.34830339321357284
0.1,157,1.0,0.003,0.353,0.9498500000000166,47.35580388021894,353,647,0.3532934131736527
0.1,158,1.0,0.002,0.323,0.9499000000000166,47.40099992005894,323,677,0.32335329341317365
0.1,159,1.0,0.002,0.35,0.9499000000000166,47.40099992005894,350,650,0.3502994011976048
0.1,160,1.0,0.002,0.356,0.9499000000000166,47.40099992005894,356,644,0.3562874251497006
0.1,161,1.0,0.004,0.357,0.9498000000000166,47.31495023987457,357,643,0.35728542914171657
0.1,162,1.0,0.002,0.332,0.9499000000000166,47.40099992005894,332,668,0.3323353293413174
0.1,163,0.999,0.003003003003003003,0.35435435435435436,0.9489000000000166,46.408687801015745,354,645,0.3546453546453546
0.1,164,0.999,0.002002002002002002,0.34434434434434436,0.9489500000000165,46.452979920058944,344,655,0.34465534465534464
0.1,165,0.999,0.003003003003003003,0.3633633633633634,0.9489000000000166,46.77081256053532,363,636,0.36363636363636365
0.1,166,1.0,0.005,0.366,0.9497500000000166,47.27572534541527,366,634,0.3662674650698603
0.1,167,0.999,0.002002002002002002,0.3633633633633634,0.9489500000000165,46.452979920058944,363,636,0.36363636363636365
0.1,168,1.0,0.002,0.33,0.9499000000000166,47.40099992005894,330,670,0.33033932135728544
0.1,169,0.999,0.003003003003003003,0.35435435435435436,0.9489000000000166,46.54475504860625,354,645,0.3546453546453546
0.1,170,0.998,0.0070140280561122245,0.343687374749499,0.9477500000000165,45.35929426424077,343,655,0.344
0.1,171,1.0,0.002,0.334,0.9499000000000166,47.40099992005894,334,666,0.3343313373253493
0.1,172,1.0,0.003,0.35,0.9498500000000166,47.35580388021894,350,650,0.3502994011976048
0.1,173,1.0,0.003,0.353,0.9498500000000166,47.36014627971457,353,647,0.3532934131736527
0.1,174,1.0,0.005,0.329,0.9497500000000166,47.26693023987457,329,671,0.32934131736526945
0.1,175,1.0,0.002,0.359,0.9499000000000166,47.40099992005894,359,641,0.3592814371257485
0.1,176,1.0,0.003,0.333,0.9498500000000166,47.35580388021894,333,667,0.3333333333333333
0.1,177,1.0,0.002,0.359,0.9499000000000166,47.40099992005894,359,641,0.3592814371257485
0.1,178,1.0,0.002,0.345,0.9499000000000166,47.40099992005894,345,655,0.34530938123752497
0.1,179,1.0,0.004,0.37,0.9498000000000166,47.305920320058945,370,630,0.37025948103792417
0.1,180,1.0,0.003,0.378,0.9498500000000166,47.35580388021894,378,622,0.3782435129740519
0.1,181,1.0,0.003,0.356,0.9498500000000166,47.35297992005894,356,644,0.3562874251497006
0.1,182,1.0,0.002,0.363,0.9499000000000166,47.40099992005894,363,637,0.36327345309381237
0.1,183,0.999,0.002002002002002002,0.33933933933933935,0.9489500000000165,46.452979920058944,339,660,0.33966033966033965
0.1,184,1.0,0.004,0.36,0.9498000000000166,47.30778388021894,360,640,0.3602794411177645
0.1,185,1.0,0.004,0.335,0.9498000000000166,47.32808774491089,335,665,0.33532934131736525
0.1,186,0.999,0.005005005005005005,0.3923923923923924,0.9488000000000165,46.36843699301574,392,607,0.3926073926073926
0.1,187,1.0,0.003,0.343,0.9498500000000166,47.35580388021894,343,657,0.34331337325349304
0.1,188,1.0,0.003,0.349,0.9498500000000166,47.35297992005894,349,651,0.34930139720558884
0.1,189,1.0,0.002,0.327,0.9499000000000166,47.40099992005894,327,673,0.3273453093812375
0.1,190,0.999,0.006006006006006006,0.33633633633633636,0.9487500000000166,46.27031375317574,336,663,0.33666333666333664
0.1,191,1.0,0.003,0.337,0.9498500000000166,47.35297992005894,337,663,0.3373253493013972
0.1,192,1.0,0.002,0.335,0.9499000000000166,47.40099992005894,335,665,0.33532934131736525
0.1,193,0.999,0.002002002002002002,0.35135135135135137,0.9489500000000165,46.95112849769942,351,648,0.3516483516483517
0.1,194,1.0,0.004,0.337,0.9498000000000166,47.305920320058945,337,663,0.3373253493013972
0.1,195,1.0,0.002,0.35,0.9499000000000166,47.40099992005894,350,650,0.3502994011976048
0.1,196,1.0,0.002,0.329,0.9499000000000166,47.40099992005894,329,671,0.32934131736526945
0.1,197,0.999,0.007007007007007007,0.35935935935935936,0.9487000000000165,46.27983467651341,359,640,0.3596403596403596
0.1,198,1.0,0.004,0.325,0.9498000000000166,47.31212627971457,325,675,0.3253493013972056
0.1,199,0.999,0.003003003003003003,0.3923923923923924,0.9489000000000166,46.497983044055744,392,607,0.3926073926073926
0.1,200,1.0,0.002,0.354,0.9499000000000166,47.40099992005894,354,646,0.35429141716566864
0.1,201,1.0,0.004,0.359,0.9498000000000166,47.305920320058945,359,641,0.3592814371257485
0.1,202,0.999,0.004004004004004004,0.34134134134134136,0.9488500000000166,46.58996047565779,341,658,0.34165834165834164
0.1,203,1.0,0.002,0.326,0.9499000000000166,47.40099992005894,326,674,0.3263473053892216
0.1,204,0.999,0.004004004004004004,0.36036036036036034,0.9488500000000166,46.56021566031552,360,639,0.36063936063936064
0.1,205,1.0,0.003,0.331,0.9498500000000166,47.35580388021894,331,669,0.3313373253493014
0.1,206,1.0,0.003,0.341,0.9498500000000166,47.35297992005894,341,659,0.3413173652694611
0.1,207,1.0,0.004,0.362,0.9498000000000166,47.305920320058945,362,638,0.36227544910179643
0.1,208,0.999,0.006006006006006006,0.36736736736736736,0.9487500000000166,46.28105598511781,367,632,0.3676323676323676
0.1,209,1.0,0.002,0.35,0.9499000000000166,47.40099992005894,350,650,0.3502994011976048
0.1,210,1.0,0.004,0.354,0.9498000000000166,47.30778388021894,354,646,0.35429141716566864
0.1,211,1.0,0.002,0.376,0.9499000000000166,47.40099992005894,376,624,0.37624750499001997
0.1,212,0.999,0.005005005005005005,0.3433433433433433,0.9488000000000165,46.76174294418407,343,656,0.3436563436563437
0.1,213,1.0,0.002,0.363,0.9499000000000166,47.40099992005894,363,637,0.36327345309381237
0.1,214,1.0,0.003,0.368,0.9498500000000166,47.35297992005894,368,632,0.36826347305389223
0.1,215,1.0,0.002,0.337,0.9499000000000166,47.40099992005894,337,663,0.3373253493013972
0.1,216,1.0,0.002,0.346,0.9499000000000166,47.40099992005894,346,654,0.3463073852295409
0.1,217,1.0,0.003,0.335,0.9498500000000166,47.35297992005894,335,665,0.33532934131736525
0.1,218,1.0,0.002,0.351,0.9499000000000166,47.40099992005894,351,649,0.35129740518962077
0.1,219,1.0,0.003,0.347,0.9498500000000166,47.35580388021894,347,653,0.3473053892215569
0.1,220,1.0,0.007,0.338,0.9496500000000165,47.175578520831365,338,662,0.3383233532934132
0.1,221,1.0,0.003,0.363,0.9498500000000166,47.35297992005894,363,637,0.36327345309381237
0.1,222,0.998,0.003006012024048096,0.3527054108216433,0.9479500000000165,45.4805140433966,352,646,0.353
0.1,223,1.0,0.004,0.355,0.9498000000000166,47.30778388021894,355,645,0.35528942115768464
0.1,224,1.0,0.005,0.341,0.9497500000000166,47.278760353844945,341,659,0.3413173652694611
0.1,225,1.0,0.003,0.344,0.9498500000000166,47.35297992005894,344,656,0.344311377245509
0.1,226,1.0,0.004,0.356,0.9498000000000166,47.30778388021894,356,644,0.3562874251497006
0.1,227,1.0,0.005,0.337,0.9497500000000166,47.27065812083137,337,663,0.3373253493013972
0.1,228,1.0,0.004,0.337,0.9498000000000166,47.311511761175744,337,663,0.3373253493013972
0.1,229,1.0,0.003,0.334,0.9498500000000166,47.35297992005894,334,666,0.3343313373253493
0.1,230,1.0,0.004,0.36,0.9498000000000166,47.311511761175744,360,640,0.3602794411177645
0.1,231,1.0,0.004,0.323,0.9498000000000166,47.30778388021894,323,677,0.32335329341317365
0.1,232,1.0,0.002,0.358,0.9499000000000166,47.40099992005894,358,642,0.3582834331337325
0.1,233,1.0,0.002,0.356,0.9499000000000166,47.40099992005894,356,644,0.3562874251497006
0.1,234,1.0,0.002,0.352,0.9499000000000166,47.40099992005894,352,648,0.3522954091816367
0.1,235,0.999,0.006006006006006006,0.35835835835835833,0.9487500000000166,46.27568377322432,358,641,0.35864135864135865
0.1,236,1.0,0.003,0.32,0.9498500000000166,47.35580388021894,320,680,0.3203592814371258
0.1,237,1.0,0.003,0.334,0.9498500000000166,47.35297992005894,334,666,0.3343313373253493
0.1,238,1.0,0.002,0.366,0.9499000000000166,47.40099992005894,366,634,0.3662674650698603
0.1,239,1.0,0.003,0.35,0.9498500000000166,47.35580388021894,350,650,0.3502994011976048
0.1,240,0.997,0.004012036108324975,0.3640922768304915,0.9469500000000165,45.00413187563098,363,634,0.36436436436436437
0.1,241,1.0,0.005,0.35,0.9497500000000166,47.27532187514612,350,650,0.3502994011976048
0.1,242,1.0,0.002,0.336,0.9499000000000166,47.40099992005894,336,664,0.33632734530938124
0.1,243,1.0,0.003,0.378,0.9498500000000166,47.35297992005894,378,622,0.3782435129740519
0.1,244,1.0,0.003,0.357,0.9498500000000166,47.36014627971457,357,643,0.35728542914171657
0.1,245,1.0,0.002,0.332,0.9499000000000166,47.40099992005894,332,668,0.3323353293413174
0.1,246,1.0,0.002,0.333,0.9499000000000166,47.40099992005894,333,667,0.3333333333333333
0.1,247,1.0,0.005,0.332,0.9497500000000166,47.26693023987457,332,668,0.3323353293413174
0.1,248,1.0,0.004,0.367,0.9498000000000166,47.30778388021894,367,633,0.36726546906187624
0.1,249,1.0,0.003,0.381,0.9498500000000166,47.35580388021894,381,619,0.3812375249500998
0.1,250,0.999,0.005005005005005005,0.36036036036036034,0.9488000000000165,46.33350979301574,360,639,0.36063936063936064
0.1,251,0.999,0.004004004004004004,0.3333333333333333,0.9488500000000166,46.618697144396776,333,666,0.3336663336663337
0.1,252,0.999,0.006006006006006006,0.3663663663663664,0.9487500000000166,46.32324095317575,366,633,0.36663336663336665
0.1,253,1.0,0.002,0.357,0.9499000000000166,47.40099992005894,357,643,0.35728542914171657
0.1,254,1.0,0.007,0.343,0.9496500000000165,47.20384129134378,343,657,0.34331337325349304
0.1,255,1.0,0.002,0.343,0.9499000000000166,47.40099992005894,343,657,0.34331337325349304
0.1,256,0.998,0.003006012024048096,0.33867735470941884,0.9479500000000165,45.4805140433966,338,660,0.339
0.1,257,1.0,0.002,0.346,0.9499000000000166,47.40099992005894,346,654,0.3463073852295409
0.1,258,0.999,0.003003003003003003,0.32732732732732733,0.9489000000000166,46.44156032005895,327,672,0.3276723276723277
0.1,259,0.999,0.006006006006006006,0.3533533533533533,0.9487500000000166,46.43449562621688,353,646,0.35364635364635366
0.1,260,1.0,0.002,0.329,0.9499000000000166,47.40099992005894,329,671,0.32934131736526945
0.1,261,1.0,0.003,0.353,0.9498500000000166,47.35297992005894,353,647,0.3532934131736527
0.1,262,1.0,0.002,0.353,0.9499000000000166,47.40099992005894,353,647,0.3532934131736527
0.1,263,1.0,0.005,0.373,0.9497500000000166,47.265066679714565,373,627,0.37325349301397204
0.1,264,1.0,0.002,0.344,0.9499000000000166,47.40099992005894,344,656,0.344311377245509
0.1,265,1.0,0.004,0.346,0.9498000000000166,47.33598562330428,346,654,0.3463073852295409
0.1,266,1.0,0.003,0.37,0.9498500000000166,47.35297992005894,370,630,0.37025948103792417
0.1,267,0.999,0.002002002002002002,0.3283283283283283,0.9489500000000165,46.452979920058944,328,671,0.32867132867132864
0.1,268,1.0,0.002,0.326,0.9499000000000166,47.40099992005894,326,674,0.3263473053892216
0.1,269,1.0,0.003,0.332,0.9498500000000166,47.35580388021894,332,668,0.3323353293413174
0.1,270,1.0,0.002,0.358,0.9499000000000166,47.40099992005894,358,642,0.3582834331337325
0.1,271,1.0,0.003,0.352,0.9498500000000166,47.35580388021894,352,648,0.3522954091816367
0.1,272,1.0,0.004,0.359,0.9498000000000166,47.311511761175744,359,641,0.3592814371257485
0.1,273,0.998,0.003006012024048096,0.3406813627254509,0.9479500000000165,45.51344191205894,340,658,0.341
0.1,274,1.0,0.004,0.339,0.9498000000000166,47.305920320058945,339,661,0.3393213572854291
0.1,275,0.998,0.004008016032064128,0.36172344689378755,0.9479000000000166,45.467533072218934,361,637,0.362
0.1,276,1.0,0.004,0.371,0.9498000000000166,47.30778388021894,371,629,0.3712574850299401
0.1,277,1.0,0.003,0.371,0.9498500000000166,47.35297992005894,371,629,0.3712574850299401
